Date,BTC_close,BTC_open,BTC_high,BTC_low
4/15/14,455.28316,409.03166,470.95333,406.85585
4/16/14,517.09666,455.28316,524.80583,454.18166
4/17/14,522.455,517.09666,543.31749,493.08333
4/18/14,490.8785,522.455,529.29783,481.45501
4/19/14,469.38332,490.8785,497.77333,468.16166
4/20/14,507.80663,469.38332,511.76836,467.81668
4/21/14,505.09665,507.80663,510.83165,489.18038
4/22/14,497.65001,505.09665,507.44998,488.875
4/23/14,487.84,497.65001,498.59166,482.73666
4/24/14,487.11333,487.84,489.32333,480.58666
4/25/14,469.08816,487.11333,500.62333,468.98333
4/26/14,448.77834,469.08816,472.48499,440.13883
4/27/14,452.14829,448.77834,463.18666,448.50008
4/28/14,426.78166,452.14829,457.45584,423.40166
4/29/14,432.60498,426.78166,445.73085,421.07659
4/30/14,444.85668,432.60498,449.08171,431.00828
5/1/14,454.55666,444.85668,455.43,432.97666
5/2/14,453.59833,454.55666,459.42666,447.27006
5/3/14,441.97833,453.59833,453.59833,439.90333
5/4/14,438.29035,441.97833,443.36661,428.51808
5/5/14,432.78748,438.29035,438.44883,428.51836
5/6/14,418.61831,432.78748,434.35831,418.55791
5/7/14,428.42593,418.61831,431.33331,418.01666
5/8/14,442.57666,428.42593,446.35999,423.11181
5/9/14,439.04,442.57666,445.01666,434.30833
5/10/14,449.04333,439.04,451.24499,438.06666
5/11/14,449.74166,449.04333,453.54333,446.21333
5/12/14,434.27,449.74166,450.04166,430.33333
5/13/14,437,434.27,440.21333,431.515
5/14/14,438.88,437,439.51833,433.13333
5/15/14,445.045,438.88,445.89666,438.88
5/16/14,443.18,445.045,447.74499,441.73333
5/17/14,445.60666,443.18,447.15166,442.29
5/18/14,445.15666,445.60666,446.48,443.78166
5/19/14,444.73833,445.15666,446.18166,442.35
5/20/14,455.65333,444.73833,458.23333,442.05333
5/21/14,489.86999,455.65333,494.21,450.16333
5/22/14,490.18666,489.86999,494.46166,487.63
5/23/14,522.31,490.18666,535.09,487.815
5/24/14,512.30833,522.31,543.095,511.97333
5/25/14,533.92999,512.30833,535.725,511.69833
5/26/14,579.59333,533.92999,589.945,533.13
5/27/14,581.51,579.59333,589.78166,575.84
5/28/14,572.44833,581.51,591.24166,549.62
5/29/14,562.4,572.44833,576.55666,560.415
5/30/14,571.845,562.4,573.27,556.28166
5/31/14,612.12666,571.845,622.50666,566.69666
6/1/14,638.16333,612.12666,638.94666,610.82499
6/2/14,634.98333,638.16333,676.60333,620.585
6/3/14,660.24666,634.98333,667.19333,610.99333
6/4/14,627.79833,660.24666,675.73833,617.78666
6/5/14,642.89166,627.79833,650.76333,624.965
6/6/14,652.52666,642.89166,664.97833,639.42833
6/7/14,648.60166,652.52666,657.94166,635.85166
6/8/14,652.59166,648.60166,656.84666,646.63166
6/9/14,652.11,652.59166,655.015,649.41333
6/10/14,644.085,652.11,653.34666,637.57833
6/11/14,642.00666,644.085,657.97,640.465
6/12/14,632.55,642.00666,646.385,624.16166
6/13/14,585.48333,632.55,633.66166,562.59
6/14/14,588.52333,585.48333,613.465,584.635
6/15/14,570.28833,588.52333,590.76166,541.19333
6/16/14,589.06666,570.28833,593.54833,551.31
6/17/14,592.25666,589.06666,606.82166,585.685
6/18/14,610.41333,592.25666,613.99166,590.18833
6/19/14,601.88666,610.41333,612.85666,599.72333
6/20/14,594.09333,601.88666,605.93833,590.16999
6/21/14,582.04499,594.09333,595.21666,581.18833
6/22/14,599.57,582.04499,603.205,581.68666
6/23/14,592.405,599.57,602.82833,591.495
6/24/14,584.64166,592.405,593.255,580.84
6/25/14,575.905,584.64166,588.78,570.47166
6/26/14,571.76666,575.905,576.03166,558.58333
6/27/14,582.43166,571.76666,584.16333,565.91833
6/28/14,597.66833,582.43166,600.72,576.24833
6/29/14,598.73333,597.66833,604.33833,591.205
6/30/14,597.51333,598.73333,600.54166,588.98
7/1/14,647.12249,597.51333,647.12249,597.04499
7/2/14,637.85625,647.12249,654.76874,627.77125
7/3/14,642.65125,637.85625,653.65875,635.17999
7/4/14,643.95124,642.65125,646.88375,635.26625
7/5/14,628.41625,643.95124,644.18125,625.80125
7/6/14,631.03,628.41625,635.89874,624.50125
7/7/14,631.29875,631.03,632.575,627.43125
7/8/14,621.24249,631.29875,633.0625,612.2625
7/9/14,620.72,621.24249,621.74749,616.19625
7/10/14,621.3075,620.72,624.01,616.165
7/11/14,616.83124,621.3075,621.4675,609.4275
7/12/14,634.35749,616.83124,636.61875,613.94875
7/13/14,627.69,634.35749,635.04625,625.99249
7/14/14,621.42499,627.69,634.12,621.28
7/15/14,618.73875,621.42499,623.24749,615.9775
7/16/14,619.8075,618.73875,622.46124,617.84124
7/17/14,614.68875,619.8075,620.45,612.87625
7/18/14,623.49749,614.68875,627.04625,611.75
7/19/14,623.99625,623.49749,628.54499,616.475
7/20/14,623.00625,623.99625,626.80875,621.365
7/21/14,617.96124,623.00625,623.97375,617.38375
7/22/14,622.10749,617.96124,622.20624,616.73375
7/23/14,618.4475,622.10749,622.49125,617.945
7/24/14,617.6875,618.4475,619.92375,616.93375
7/25/14,602.93125,617.6875,618.26374,591.455
7/26/14,597.585,602.93125,605.98125,593.5875
7/27/14,592.96375,597.585,598.15625,590.17625
7/28/14,580.11,592.96375,595.87875,579.15125
7/29/14,585.44875,580.11,622.93125,511.66375
7/30/14,580.5175,585.44875,586.625,577.58124
7/31/14,564.57,580.5175,581.28125,559.62249
8/1/14,583.39,564.57,587.96,564.57
8/2/14,593.80625,583.39,601.835,582.61
8/3/14,581.52,593.80625,594.16875,580.22625
8/4/14,585.80125,581.52,588.20375,578.20875
8/5/14,582.33375,585.80125,592.83624,581.84375
8/6/14,582.52125,582.33375,586.70875,579.83624
8/7/14,583.62375,582.52125,586.8775,578.80125
8/8/14,595.80875,583.62375,598.76874,581.7175
8/9/14,585.39625,595.80875,596.385,585.23125
8/10/14,586.05875,585.39625,588.99749,584.89
8/11/14,588.7525,586.05875,593.6975,585.695
8/12/14,566.31625,588.7525,588.7525,564.91999
8/13/14,565.55125,566.31625,573.31375,562.8375
8/14/14,534.54,565.55125,565.73,524.33
8/15/14,511.4725,534.54,534.57875,495.26
8/16/14,487.56625,511.4725,515.36,483.475
8/17/14,516.62625,487.56625,522.19,484.215
8/18/14,489.4675,516.62625,516.95375,482.85875
8/19/14,455.91625,489.4675,491.965,435.59875
8/20/14,472.91,455.91625,488.52625,455.83375
8/21/14,519.015,472.91,532.7675,464.39625
8/22/14,508.12875,519.015,526.78625,506.63625
8/23/14,507.51,508.12875,522.19375,500.03625
8/24/14,501.63125,507.51,509.285,490.61
8/25/14,503.32125,501.63125,513.375,496.2525
8/26/14,504.62625,503.32125,506.19875,497.67625
8/27/14,513.39125,504.62625,514.85375,503.22625
8/28/14,514.62375,513.39125,521.34875,509.58875
8/29/14,506.025,514.62375,515.78375,505.46125
8/30/14,504.70625,506.025,512.28,502.4225
8/31/14,502.055,504.70625,505.585,499.49875
9/1/14,474.5425,502.055,502.54375,474.09125
9/2/14,477.98375,474.5425,485.94,471.12375
9/3/14,476.88375,477.98375,483.305,470.88375
9/4/14,475.65,476.88375,479.59875,473.87875
9/5/14,485.65125,475.65,494.03625,475.10375
9/6/14,480.9075,485.65125,489.5875,478.82625
9/7/14,481.88375,480.9075,484.8225,479.78
9/8/14,473.58625,481.88375,485.37,471.99875
9/9/14,468.5775,473.58625,478.3925,464.52
9/10/14,474.29125,468.5775,478.03375,464.65625
9/11/14,479.4175,474.29125,487.20625,474.29125
9/12/14,473.6725,479.4175,480.3975,471.16625
9/13/14,471.5325,473.6725,476.02125,467.1125
9/14/14,475.37875,471.5325,479.2275,470.97125
9/15/14,475.02125,475.37875,477.78375,473.335
9/16/14,471.08375,475.02125,476.43625,468.3875
9/17/14,464.55375,471.08375,472.42125,461.65625
9/18/14,449.95875,464.55375,465.32375,446.705
9/19/14,425.4475,449.95875,451.36625,405.18375
9/20/14,410.08,425.4475,426.48125,380.745
9/21/14,405.79625,410.08,422.99125,401.93375
9/22/14,399.0975,405.79625,405.79625,390.7875
9/23/14,399.5025,399.0975,405.245,394.59125
9/24/14,427.8125,399.5025,443.6875,391.45625
9/25/14,416.12,427.8125,431.79,412.89875
9/26/14,410.15,416.12,418.56,406.60125
9/27/14,403.4975,410.15,411.04,396.04375
9/28/14,398.84,403.4975,405.205,394.14
9/29/14,377.97875,398.84,398.8675,370.05625
9/30/14,376.08375,377.97875,385.71375,369.125
10/1/14,387.94,376.08375,393.98,373.77625
10/2/14,381.7475,387.94,390.35375,377.6
10/3/14,372.0575,381.7475,382.77125,369.24875
10/4/14,360.7525,372.0575,374.555,353.80125
10/5/14,335.98125,360.7525,362.13,321.86375
10/6/14,308.07875,335.98125,337.22375,286.36874
10/7/14,337.23375,308.07875,343.51,304.6875
10/8/14,326.2325,337.23375,338.76,316.71749
10/9/14,351.34625,326.2325,355.73875,325.51375
10/10/14,368.59625,351.34625,382.66625,347.19
10/11/14,359.2025,368.59625,374.90375,351.54
10/12/14,356.99875,359.2025,363.73375,350.48625
10/13/14,371.15625,356.99875,377.92125,352.45375
10/14/14,392.7825,371.15625,394.5675,366.7275
10/15/14,396.34625,392.7825,409.73375,390.89375
10/16/14,392.56625,396.34625,397.48375,386.385
10/17/14,376.26875,392.56625,393.36375,369.29375
10/18/14,378.675,376.26875,382.7,371.83375
10/19/14,390.95875,378.675,392.87125,376.21125
10/20/14,381.72375,390.95875,391.365,381.72375
10/21/14,380.0575,381.72375,383.8175,377.025
10/22/14,382.93875,380.0575,388.965,377.90937
10/23/14,376.59,382.93875,383.8075,376.59
10/24/14,351.7825,376.59,376.59,351.25625
10/25/14,353.6325,351.7825,360.555,351.12
10/26/14,345.1925,353.6325,355.545,339.92625
10/27/14,350.9775,345.1925,357.86875,345.1925
10/28/14,349.79625,350.9775,355.53125,346.00125
10/29/14,348.9025,349.79625,354.6925,346.82875
10/30/14,335.53625,348.9025,351.84875,332.49874
10/31/14,343.55875,335.53625,350.41375,332.73375
11/1/14,338.0105,343.55875,346.26625,335.50367
11/2/14,325.22633,338.0105,338.1295,319.367
11/3/14,331.60083,325.22633,333.75983,319.0435
11/4/14,324.71833,331.60083,332.75133,323.06333
11/5/14,332.45666,324.71833,335.81166,320.93333
11/6/14,336.585,332.45666,341.49,328.56166
11/7/14,346.775,336.585,351.575,336.02833
11/8/14,344.81166,346.775,351.295,339.86
11/9/14,343.065,344.81166,345.625,340.63
11/10/14,358.50166,343.065,363.85333,342.325
11/11/14,368.07666,358.50166,374.71166,357.98
11/12/14,376.99666,368.07666,380.52,360.49166
11/13/14,442.10666,376.99666,442.37166,376.98666
11/14/14,389.00333,442.10666,458.05166,385.675
11/15/14,394.92666,389.00333,412.20666,381.855
11/16/14,377.08,394.92666,397.02666,368.45
11/17/14,400.47166,377.08,404.445,376.615
11/18/14,384.93,400.47166,410.17,375.47833
11/19/14,375.83333,384.93,389.35999,369.515
11/20/14,376.16,375.83333,385.06,371.71833
11/21/14,348.565,376.16,377.63,347.51333
11/22/14,352.42,348.565,355.835,341.93
11/23/14,356.8,352.42,363.70166,351.06833
11/24/14,367.83,356.8,371.24166,353.475
11/25/14,381.20666,367.83,388.67666,364.89
11/26/14,375.498,381.20666,393.06333,369.851
11/27/14,372.819,375.498,377.667,365.265
11/28/14,368.983,372.819,373.272,367.401
11/29/14,375.44,368.983,381.554,358.018
11/30/14,376.851,375.44,385.537,372.332
12/1/14,376.13218,376.851,381.582,374.492
12/2/14,377.862,376.13218,382.602,376.082
12/3/14,382.452,377.862,383.719,377.85311
12/4/14,376.382,382.452,383.008,373.9132
12/5/14,368.3618,376.382,378.106,365.543
12/6/14,373.414,368.3618,378.235,367.6398
12/7/14,373.744,373.414,375.501,370.93
12/8/14,373.155,373.744,375.849,373.059
12/9/14,357.884,373.155,373.7,356.069
12/10/14,348.898,357.884,358.097,344.198
12/11/14,341.041,348.898,351.242,337.632
12/12/14,348.272,341.041,361.003,340.081
12/13/14,346.742,348.272,353.846,345.851
12/14/14,347.348,346.742,348.36,345.363
12/15/14,348.674,347.348,353.14099,346.519
12/16/14,338.547,348.674,349.745,337.79
12/17/14,330.536,338.547,339.901,323.77499
12/18/14,317.405,330.536,331.281,314.438
12/19/14,306.45999,317.405,317.405,304.225
12/20/14,319.196,306.45999,320.19099,306.45999
12/21/14,321.89299,319.196,330.77,319.196
12/22/14,320.03499,321.89299,324.993,317.58299
12/23/14,328.701,320.03499,332.466,318.975
12/24/14,332.053,328.701,335.903,328.053
12/25/14,321.386,332.053,332.821,317.734
12/26/14,318.563,321.386,321.685,316.13
12/27/14,320.868,318.563,330.467,318.494
12/28/14,316.009,320.868,321.556,312.007
12/29/14,315.64,316.009,319.63099,310.541
12/30/14,313.994,315.64,317.552,311.705
12/31/14,309.903,313.994,314.467,308.812
1/1/15,317.204,309.903,319.559,309.661
1/2/15,314.49899,317.204,317.31599,312.567
1/3/15,311.14099,314.49899,315.56599,310.156
1/4/15,277.853,311.14099,312.288,275.952
1/5/15,270.813,277.853,286.243,257.022
1/6/15,272.0175,270.813,277.97199,265.24
1/7/15,283.84125,272.0175,286.95999,271.67874
1/8/15,290.485,283.84125,300.24124,283.68
1/9/15,281.03625,290.485,291.40499,280.365
1/10/15,286.688,281.03625,291.2475,280.92375
1/11/15,277.64999,286.688,287.87,272.82399
1/12/15,268.10199,277.64999,277.64999,263.834
1/13/15,243.081,268.10199,271.774,243.081
1/14/15,219.128,243.081,249.04299,216.356
1/15/15,193.3511,219.128,219.973,170.084
1/16/15,220.5745,193.3511,229.3059,192.0803
1/17/15,209.1655,220.5745,222.0138,199.1781
1/18/15,195.59467,209.1655,209.3242,194.9578
1/19/15,212.2711,195.59467,218.9848,194.5501
1/20/15,211.5401,212.2711,216.6805,206.6594
1/21/15,212.28249,211.5401,214.66619,204.8001
1/22/15,230.6754,212.28249,236.83589,210.8765
1/23/15,226.30419,230.6754,236.34609,224.3954
1/24/15,231.4242,226.30419,235.02849,224.9847
1/25/15,251.606,231.4242,254.98829,231.4242
1/26/15,283.59769,251.606,290.8877,243.305
1/27/15,258.5374,283.59769,307.9664,254.225
1/28/15,257.447,258.5374,268.022,250.9381
1/29/15,235.948,257.447,262.7574,225.266
1/30/15,233.141,235.948,237.463,220.1002
1/31/15,226.94116,233.141,242.724,225.08875
2/1/15,216.66066,226.94116,233.52791,215.00708
2/2/15,229.80441,216.66066,231.91775,211.53066
2/3/15,237.65175,229.80441,242.31883,222.218
2/4/15,225.83858,237.65175,246.1851,224.10733
2/5/15,226.554,225.83858,230.02183,220.71741
2/6/15,219.75625,226.554,227.40666,214.65725
2/7/15,225.46666,219.75625,226.18658,216.36516
2/8/15,225.73291,225.46666,230.15883,222.82991
2/9/15,222.78408,225.73291,229.33333,219.96391
2/10/15,220.16725,222.78408,223.94616,217.08533
2/11/15,223.00366,220.16725,223.5535,215.45466
2/12/15,218.72833,223.00366,223.00924,218.27583
2/13/15,223.96716,218.72833,224.00924,217.61941
2/14/15,237.65716,223.96716,240.23908,223.13041
2/15/15,256.21758,237.65716,261.66275,237.26424
2/16/15,230.1355,256.21758,267.34908,226.90608
2/17/15,235.71275,230.1355,239.58716,229.83233
2/18/15,242.93183,235.71275,246.13708,234.99991
2/19/15,237.1035,242.93183,243.79491,231.74658
2/20/15,241.07183,237.1035,243.11,235.63558
2/21/15,245.70566,241.07183,247.13699,241.07183
2/22/15,245.145,245.70566,246.45508,243.00916
2/23/15,235.14141,245.145,245.70399,233.06841
2/24/15,238.93183,235.14141,239.62416,231.77475
2/25/15,238.15225,238.93183,239.36141,235.74258
2/26/15,235.67716,238.15225,238.56583,233.85925
2/27/15,251.28908,235.67716,251.28908,234.44633
2/28/15,251.03416,251.28908,257.50475,246.14616
3/1/15,251.9314,251.03416,254.18825,250.58558
3/2/15,258.8485,251.9314,260.63639,244.9732
3/3/15,270.7625,258.8485,272.46819,257.5751
3/4/15,278.1172,270.7625,286.282,267.03699
3/5/15,269.2606,278.1172,283.3832,266.469
3/6/15,274.8977,269.2606,280.3962,263.627
3/7/15,270.86109,274.8977,275.54309,269.3872
3/8/15,276.72789,270.86109,277.7033,270.86109
3/9/15,277.98519,276.72789,278.5315,271.9756
3/10/15,294.1886,277.98519,296.4732,276.89909
3/11/15,289.7149,294.1886,300.34,288.5597
3/12/15,292.8678,289.7149,296.744,288.8829
3/13/15,293.224,292.8678,296.73899,291.8317
3/14/15,282.644,293.224,293.9851,281.02229
3/15/15,283.0809,282.644,286.19169,280.2655
3/16/15,290.61579,283.0809,291.1669,282.4696
3/17/15,290.542,290.61579,293.9259,288.934
3/18/15,283.7507,290.542,291.754,282.6035
3/19/15,252.44789,283.7507,284.4759,246.7832
3/20/15,263.4741,252.44789,264.23519,250.6699
3/21/15,259.913,263.4741,263.4741,258.38829
3/22/15,259.3943,259.913,262.136,254.7868
3/23/15,267.5549,259.3943,269.9758,259.328
3/24/15,265.273,267.5549,270.0403,260.6465
3/25/15,246.6733,265.273,265.7907,242.8803
3/26/15,245.6489,246.6733,249.2025,236.0453
3/27/15,246.5497,245.6489,254.4384,244.3759
3/28/15,248.4467,246.5497,249.2089,246.0461
3/29/15,246.728,248.4467,254.1074,246.0068
3/30/15,245.1133,246.728,247.6292,236.4428
3/31/15,247.2639,245.1133,248.5962,242.278
4/1/15,243.3028,247.2639,247.8894,241.1402
4/2/15,246.96,243.3028,247.9642,240.1261
4/3/15,252.0578,246.96,254.1979,244.2932
4/4/15,253.4334,252.0578,255.755,251.168
4/5/15,252.0256,253.4334,253.796,250.33675
4/6/15,260.3589,252.0256,261.1468,251.12063
4/7/15,252.0909,260.3589,260.404,251.08688
4/8/15,252.8629,252.0909,255.2263,251.73675
4/9/15,244.0449,252.8629,253.0569,242.592
4/10/15,240.9478,244.0449,244.9784,237.9013
