Date,BTC_close,BTC_open,BTC_high,BTC_low
4/11/15,236.4388,240.9478,241.8075,231.7809
4/12/15,236.5542,236.4388,237.3163,233.41963
4/13/15,235.522,236.5542,236.7432,232.6473
4/14/15,222.6009,235.522,236.7879,220.5774
4/15/15,220.9126,222.6009,222.6009,215.4597
4/16/15,226.0171,220.9126,226.5496,218.55975
4/17/15,227.9255,226.0171,229.2841,224.729
4/18/15,223.317,227.9255,228.0318,221.1092
4/19/15,223.4062,223.317,223.8713,220.1168
4/20/15,223.9214,223.4062,226.1347,221.126
4/21/15,224.9815,223.9214,226.2222,221.91625
4/22/15,235.50369,224.9815,236.685,223.70388
4/23/15,234.15749,235.50369,238.16109,232.4405
4/24/15,233.40079,234.15749,236.3318,231.8257
4/25/15,228.92379,233.40079,233.8944,228.4377
4/26/15,219.94549,228.92379,229.5635,218.0493
4/27/15,219.19029,219.94549,220.2149,214.2754
4/28/15,227.3867,219.19029,232.3386,217.4964
4/29/15,225.3545,227.3867,227.3867,222.8689
4/30/15,225.9976,225.3545,226.919,223.2127
5/1/15,236.6827,225.9976,239.6384,225.9976
5/2/15,233.8511,236.6827,239.3447,231.9123
5/3/15,236.2378,233.8511,236.92579,232.4931
5/4/15,240.3646,236.2378,243.6192,236.176
5/5/15,235.6033,240.3646,242.8279,235.5146
5/6/15,235.6017,235.6033,236.87849,231.9009
5/7/15,230.4207,235.6017,236.1943,228.903
5/8/15,237.059,230.4207,239.9257,228.92579
5/9/15,244.6989,237.059,245.9108,236.09099
5/10/15,241.516,244.6989,247.7286,238.835
5/11/15,239.4036,241.516,244.2782,237.76
5/12/15,240.00079,239.4036,244.06689,238.778
5/13/15,241.3529,240.00079,242.2739,239.5551
5/14/15,235.5478,241.3529,243.5782,234.1023
5/15/15,237.5737,235.5478,238.3988,233.2737
5/16/15,236.657,237.5737,238.6384,235.6425
5/17/15,236.339,236.657,237.1959,234.6809
5/18/15,236.2319,236.339,237.56239,235.4227
5/19/15,233.3119,236.2319,236.6813,231.721
5/20/15,232.7193,233.3119,234.003,231.74769
5/21/15,234.204,232.7193,234.89,231.7217
5/22/15,235.86329,234.204,236.4532,233.98229
5/23/15,240.1588,235.86329,241.4041,235.1463
5/24/15,239.7985,240.1588,241.4541,238.7252
5/25/15,240.9415,239.7985,242.6293,238.99
5/26/15,237.6588,240.9415,241.5843,236.6709
5/27/15,237.1844,237.6588,238.7259,235.69699
5/28/15,237.6708,237.1844,238.7449,236.4294
5/29/15,237.2277,237.6708,237.896,236.5359
5/30/15,236.1404,237.2277,237.4219,235.4436
5/31/15,233.3328,236.1404,236.4621,231.987
6/1/15,230.8331,233.3328,233.3848,229.1247
6/2/15,223.415,230.8331,231.78,221.707
6/3/15,226.6168,223.415,227.0337,222.851
6/4/15,225.444,226.6168,227.3892,223.8011
6/5/15,223.9665,225.444,226.4761,223.8567
6/6/15,224.2525,223.9665,226.0275,223.081
6/7/15,225.8403,224.2525,226.2012,224.2225
6/8/15,223.69459,225.8403,226.3259,222.81329
6/9/15,228.1884,223.69459,229.769,223.69459
6/10/15,229.2025,228.1884,231.1578,227.9487
6/11/15,229.9599,229.2025,230.1489,227.9753
6/12/15,229.9082,229.9599,230.3864,229.3223
6/13/15,230.6695,229.9082,231.5507,229.4188
6/14/15,233.1445,230.6695,233.1445,230.1699
6/15/15,234.7473,233.1445,235.5255,232.9418
6/16/15,237.39899,234.7473,238.5994,234.4622
6/17/15,248.7435,237.39899,254.09699,237.1618
6/18/15,247.2359,248.7435,257.8739,246.3936
6/19/15,249.0733,247.2359,251.6709,243.46999
6/20/15,240.7897,249.0733,250.55569,240.3996
6/21/15,244.15625,240.7897,246.4702,239.5589
6/22/15,244.9588,244.15625,245.98075,241.5699
6/23/15,247.1273,244.9588,248.2147,243.516
6/24/15,243.371,247.1273,247.1273,242.8303
6/25/15,240.9204,243.371,243.9954,239.9257
6/26/15,242.31912,240.9204,243.6244,240.80059
6/27/15,242.28812,242.31912,242.91525,240.67475
6/28/15,250.382,242.28812,251.08587,242.28812
6/29/15,249.42725,250.382,250.382,246.6685
6/30/15,258.38549,249.42725,259.242,248.41637
7/1/15,261.71749,258.38549,268.22612,258.28612
7/2/15,259.62937,261.71749,261.84387,254.73962
7/3/15,255.52675,259.62937,259.7935,253.41412
7/4/15,253.87887,255.52675,256.06687,252.28937
7/5/15,261.42899,253.87887,262.94799,253.009
7/6/15,267.60762,261.42899,273.81987,257.67137
7/7/15,270.07587,267.60762,276.27062,267.562
7/8/15,264.356,270.07587,270.17874,263.10912
7/9/15,267.943,264.356,272.38087,263.564
7/10/15,269.24925,267.943,271.97912,267.06775
7/11/15,286.53662,269.24925,295.00537,268.57275
7/12/15,301.03837,286.53662,303.00737,286.53662
7/13/15,304.9905,301.03837,313.77387,296.45549
7/14/15,290.93137,304.9905,305.38975,277.716
7/15/15,288.48787,290.93137,295.87587,285.34275
7/16/15,287.55762,288.48787,292.32812,282.4525
7/17/15,276.97924,287.55762,288.20425,274.43
7/18/15,278.33337,276.97924,279.5005,271.62099
7/19/15,275.30687,278.33337,282.30874,273.08425
7/20/15,274.28387,275.30687,275.742,271.63375
7/21/15,279.45925,274.28387,279.77188,273.84275
7/22/15,274.87242,279.45925,280.47463,273.8729
7/23/15,276.2095,274.87242,277.4875,274.2714
7/24/15,276.24491,276.2095,276.94,275.09091
7/25/15,287.55583,276.24491,289.57691,275.95341
7/26/15,287.83983,287.55583,290.58833,286.505
7/27/15,291.20091,287.83983,292.72608,287.22741
7/28/15,293.15058,291.20091,296.14516,285.92725
7/29/15,292.99425,293.15058,295.37741,292.12583
7/30/15,288.61658,292.99425,292.99425,287.44183
7/31/15,286.74491,288.61658,289.71741,285.51133
8/1/15,282.33741,286.74491,286.99866,281.13275
8/2/15,278.68258,282.33741,282.92333,276.98033
8/3/15,279.48591,278.68258,282.12791,276.68783
8/4/15,283.49091,279.48591,284.788,279.47175
8/5/15,284.24366,283.49091,285.17558,280.89866
8/6/15,280.9375,284.24366,284.35416,280.08975
8/7/15,275.92866,280.9375,281.08916,275.92866
8/8/15,278.2765,275.92866,279.72425,275.48725
8/9/15,261.75225,278.2765,278.46766,259.26675
8/10/15,265.0825,261.75225,266.79691,260.55483
8/11/15,264.87516,265.0825,266.348,261.95933
8/12/15,270.22325,264.87516,271.20391,264.17225
8/13/15,264.14299,270.22325,270.24325,264.14299
8/14/15,262.01758,264.14299,265.29758,261.13383
8/15/15,265.3955,262.01758,267.06158,261.94441
8/16/15,261.20058,265.3955,265.98733,259.41733
8/17/15,258.0065,261.20058,261.20058,255.74041
8/18/15,256.44841,258.0065,259.63791,255.34966
8/19/15,230.38424,256.44841,256.49283,214.03104
8/20/15,232.06483,230.38424,236.11891,220.75441
8/21/15,234.56375,232.06483,236.62541,229.81658
8/22/15,233.03691,234.56375,235.86108,230.81641
8/23/15,231.21275,233.03691,233.21158,221.82108
8/24/15,227.23233,231.21275,231.79075,224.10816
8/25/15,203.18133,227.23233,227.23233,198.22833
8/26/15,219.81583,203.18133,226.27733,202.13641
8/27/15,224.53608,219.81583,230.39633,219.71124
8/28/15,224.18875,224.53608,228.034,219.91025
8/29/15,230.93575,224.18875,234.71883,222.5025
8/30/15,230.58541,230.93575,232.931,226.99866
8/31/15,227.18083,230.58541,230.6365,225.32433
9/1/15,229.02966,227.18083,231.88441,224.8115
9/2/15,226.28841,229.02966,229.47541,225.83066
9/3/15,228.35299,226.28841,230.05741,225.66683
9/4/15,227.14741,228.35299,228.45141,226.11783
9/5/15,229.66691,227.14741,230.60799,226.89141
9/6/15,240.70116,229.66691,241.14916,229.19275
9/7/15,239.88,240.70116,243.13633,237.5585
9/8/15,242.01891,239.88,243.1965,238.37166
9/9/15,244.31383,242.01891,245.83491,241.82775
9/10/15,237.99466,244.31383,244.49183,237.41225
9/11/15,240.56366,237.99466,240.71991,235.67583
9/12/15,239.81675,240.56366,241.15166,238.81233
9/13/15,235.053,239.81675,240.10541,234.18991
9/14/15,229.15808,235.053,235.53075,227.94691
9/15/15,230.51091,229.15808,232.4895,227.78025
9/16/15,230.98066,230.51091,231.55808,229.40558
9/17/15,229.58975,230.98066,231.00908,226.69133
9/18/15,233.2385,229.58975,234.61991,228.39008
9/19/15,232.50008,233.2385,234.24358,231.7645
9/20/15,231.33733,232.50008,232.75508,230.82933
9/21/15,230.75433,231.33733,232.07841,230.51408
9/22/15,227.79358,230.75433,230.82908,226.15041
9/23/15,231.30983,227.79358,232.10541,224.5965
9/24/15,231.09508,231.30983,231.45916,229.15508
9/25/15,233.74475,231.09508,235.53625,230.72091
9/26/15,234.92466,233.74475,237.1115,233.62566
9/27/15,234.32908,234.92466,234.9895,233.18125
9/28/15,237.21116,234.32908,237.42183,232.65083
9/29/15,238.56625,237.21116,240.24925,236.21624
9/30/15,238.06125,238.56625,240.3205,236.16025
10/1/15,237.15191,238.06125,238.11808,235.437
10/2/15,238.06358,237.15191,238.95083,235.95725
10/3/15,237.63516,238.06358,238.82991,236.98341
10/4/15,238.99883,237.63516,239.59866,237.27891
10/5/15,238.82433,238.99883,239.50175,238.24375
10/6/15,240.63075,238.82433,241.061,237.21916
10/7/15,246.49633,240.63075,247.573,240.61741
10/8/15,244.49816,246.49633,246.58683,242.79575
10/9/15,243.25675,244.49816,244.70625,242.35816
10/10/15,244.96533,243.25675,245.02475,242.73591
10/11/15,245.07,244.96533,245.865,243.28108
10/12/15,247.65041,245.07,247.91733,244.77208
10/13/15,244.57641,247.65041,247.76783,243.88241
10/14/15,249.45908,244.57641,250.55283,244.46508
10/15/15,254.64216,249.45908,255.94216,249.30916
10/16/15,255.72741,254.64216,256.66408,252.89016
10/17/15,267.53983,255.72741,268.08933,255.23441
10/18/15,270.04041,267.53983,274.54266,263.89258
10/19/15,264.98625,270.04041,271.209,261.38491
10/20/15,264.92575,264.98625,265.73075,261.63291
10/21/15,270.49541,264.92575,272.21816,264.0165
10/22/15,267.46908,270.49541,271.14833,264.11633
10/23/15,274.25325,267.46908,278.61383,267.42025
10/24/15,279.97908,274.25325,280.20966,274.24383
10/25/15,286.86941,279.97908,289.04825,278.45766
10/26/15,284.286,286.86941,294.60916,282.38799
10/27/15,287.83091,284.286,291.77658,280.89758
10/28/15,300.53566,287.83091,301.96425,286.69941
10/29/15,304.32691,300.53566,306.59441,297.70458
10/30/15,326.55691,304.32691,326.55691,304.21608
10/31/15,327.58425,326.55691,333.7465,313.38508
11/1/15,311.70274,327.58425,328.04325,306.72525
11/2/15,325.64666,311.70274,327.71966,311.05791
11/3/15,369.51133,325.64666,370.36625,324.83166
11/4/15,432.46133,369.51133,434.27575,362.4315
11/5/15,434.31683,432.46133,492.40458,374.38666
11/6/15,359.586,434.31683,434.31683,355.034
11/7/15,377.64099,359.586,395.991,353.616
11/8/15,387.775,377.64099,392.293,377.165
11/9/15,370.652,387.775,389.473,361.54
11/10/15,376.948,370.652,386.631,366.955
11/11/15,311.702,376.948,381.724,298.752
11/12/15,320.036,311.702,326.905,300.741
11/13/15,337.893,320.036,345.601,316.738
11/14/15,334.125,337.893,341.274,325.736
11/15/15,333.951,334.125,339.296,329.193
11/16/15,320.06,333.951,334.837,315.75799
11/17/15,337.759,320.06,340.349,318.03499
11/18/15,333.33299,337.759,337.759,331.434
11/19/15,334.02499,333.33299,337.162,329.91199
11/20/15,315.63099,334.02499,335.019,311.751
11/21/15,321.482,315.63099,324.598,315.065
11/22/15,326.365,321.482,328.33299,320.606
11/23/15,322.606,326.365,326.895,320.986
11/24/15,320.993,322.606,326.056,317.437
11/25/15,318.337,320.993,322.934,316.263
11/26/15,332.471,318.337,333.555,317.969
11/27/15,349.138,332.471,368.511,332.078
11/28/15,354.954,349.138,364.061,347.842
11/29/15,356.806,354.954,360.147,351.863
11/30/15,375.204,356.806,379.609,355.128
12/1/15,377.798,375.204,382.494,369.342
12/2/15,352.128,377.798,379.19899,348.112
12/3/15,366.788,352.128,367.107,350.559
12/4/15,358.443,366.788,370.8,355.428
12/5/15,369.956,358.443,371.182,356.879
12/6/15,394.861,369.956,396.643,369.407
12/7/15,391.618,394.861,402.296,383.673
12/8/15,395.59299,391.618,399.844,387.778
12/9/15,421.424,395.59299,421.833,389.585
12/10/15,415.076,421.424,423.909,405.313
12/11/15,421.813,415.076,422.774,411.285
12/12/15,467.831,421.813,470.883,420.681
12/13/15,435.091,467.831,467.887,408.909
12/14/15,437.021,435.091,442.47299,422.064
12/15/15,453.676,437.021,457.457,436.742
12/16/15,445.805,453.676,465.651,445.805
12/17/15,451.102,445.805,462.524,440.205
12/18/15,456.425,451.102,458.46,451.01899
12/19/15,464.218,456.425,466.462,454.518
12/20/15,460.238,464.218,465.84799,453.312
12/21/15,435.64099,460.238,461.011,425.026
12/22/15,438.276,435.64099,445.533,432.993
12/23/15,437.994,438.276,443.225,433.775
12/24/15,456.572,437.994,456.858,437.705
12/25/15,455.743,456.572,459.841,452.263
12/26/15,447.606,455.743,458.668,445.523
12/27/15,419.338,447.606,448.524,406.388
12/28/15,427.817,419.338,429.09,414.186
12/29/15,422.741,427.817,428.734,417.229
12/30/15,431.029,422.741,434.21899,419.159
12/31/15,424.962,431.029,433.368,421.192
1/1/16,432.358,424.962,433.033,417.69899
1/2/16,433.773,432.358,436.187,427.317
1/3/16,431.985,433.773,435.739,429.768
1/4/16,431.691,431.985,432.417,424.152
1/5/16,433.732,431.691,435.151,430.595
1/6/16,427.164,433.732,433.935,426.171
1/7/16,441.021,427.164,443.528,426.602
1/8/16,457.168,441.021,463.954,439.454
1/9/16,452.368,457.168,457.583,447.388
1/10/16,445.327,452.368,452.732,444.22
1/11/16,450.312,445.327,451.436,441.187
1/12/16,446.614,450.312,450.541,443.258
1/13/16,431.156,446.614,447.731,422.105
1/14/16,431.41,431.156,433.668,424.143
1/15/16,416.29,431.41,432.253,413.981
1/16/16,372.737,416.29,417.842,358.76599
1/17/16,383.138,372.737,390.801,353.276
1/18/16,380.817,383.138,387.229,378.263
1/19/16,382.738,380.817,387.476,374.485
1/20/16,378.775,382.738,386.638,374.217
1/21/16,417.439,378.775,424.651,378.007
1/22/16,403.271,417.439,420.34,402.98
1/23/16,388.219,403.271,403.685,374.138
1/24/16,388.538,388.219,394.496,381.191
1/25/16,397.885,388.538,405.799,387.458
1/26/16,390.715,397.885,400.99699,386.522
1/27/16,392.389,390.715,397.57,388.027
1/28/16,381.356,392.389,396.568,377.095
1/29/16,369.133,381.356,384.499,363.642
1/30/16,376.952,369.133,384.489,368.704
1/31/16,378.174,376.952,380.69899,375.427
2/1/16,372.157,378.174,379.529,364.288
2/2/16,372.453,372.157,378.518,369.019
2/3/16,372.762,372.453,374.829,369.263
2/4/16,370.433,372.762,373.793,366.316
2/5/16,386.954,370.433,391.268,370.408
2/6/16,377.889,386.954,390.194,376.942
2/7/16,376.44,377.889,378.577,370.602
2/8/16,376.924,376.44,379.561,372.885
2/9/16,372.434,376.924,378.688,370.769
2/10/16,374.764,372.434,376.286,370.953
2/11/16,379.186,374.764,383.564,374.649
2/12/16,378.576,379.186,379.992,373.217
2/13/16,388.87,378.576,388.87,378.576
2/14/16,397.23,388.87,398.059,387.492
2/15/16,405.621,397.23,410.239,395.046
2/16/16,401.663,405.621,407.002,395.481
2/17/16,407.017,401.663,408.124,399.79499
2/18/16,417.492,407.017,421.021,407.015
2/19/16,421.956,417.492,424.982,416.505
2/20/16,422.054,421.956,422.311,415.684
2/21/16,439.61,422.054,443.183,421.577
2/22/16,436.14,439.61,448.29,427
2/23/16,438.745,436.14,440.698,433.18199
2/24/16,419.896,438.745,439.18,415.613
2/25/16,422.617,419.896,427.026,411.124
2/26/16,421.244,422.617,424.816,418.189
2/27/16,433.401,421.244,434.76599,420.017
2/28/16,425.502,433.401,433.677,422.07399
2/29/16,438.28,425.502,439.049,424.357
3/1/16,436.426,438.28,441.655,433.788
3/2/16,434.001,436.426,436.426,428.502
3/3/16,419.254,434.001,434.309,417.05
3/4/16,421.597,419.254,423.522,415.639
3/5/16,407.722,421.597,422.57,401.662
3/6/16,397.883,407.722,408.953,388.958
3/7/16,407.276,397.883,409.721,395.76599
3/8/16,414.213,407.276,415.512,405.127
3/9/16,410.739,414.213,415.091,408.481
3/10/16,411.672,410.739,413.784,409.594
3/11/16,416.708,411.672,416.972,411.124
3/12/16,415.04,416.708,421.933,414.407
3/13/16,411.637,415.04,415.96,407.299
3/14/16,414.208,411.637,416.025,411.434
3/15/16,416.034,414.208,416.441,412.91099
3/16/16,414.167,416.034,417.124,412.6
3/17/16,417.138,414.167,417.207,413.796
3/18/16,417.154,417.138,419.506,416.736
3/19/16,407.473,417.154,417.662,403.62199
3/20/16,409.24,407.473,411.364,403.345
3/21/16,407.496,409.24,412.431,407.132
3/22/16,415.125,407.496,415.14099,406.931
3/23/16,417.318,415.125,417.716,415.125
3/24/16,415.837,417.318,418.55,415.663
3/25/16,414.75699,415.837,416.808,412.841
3/26/16,416.851,414.75699,417.31899,413.92299
3/27/16,416.233,416.851,417.068,414.838
3/28/16,424.297,416.233,427.001,416.233
3/29/16,423.597,424.297,425.042,421.45
3/30/16,414.613,423.597,423.847,407.878
3/31/16,414.458,414.613,415.618,409.191
4/1/16,416.012,414.458,416.938,413.381
4/2/16,418.785,416.012,420.895,414.09
4/3/16,418.93999,418.785,419.83,418.467
4/4/16,418.593,418.93999,419.61,417.203
4/5/16,422.044,418.593,422.197,417.412
4/6/16,422.29499,422.044,423.242,420.426
4/7/16,420.553,422.29499,422.649,420.247
4/8/16,421.616,420.553,422.011,418.746
4/9/16,415.751,421.616,423.563,413.156
4/10/16,418.078,415.751,418.555,415.496
4/11/16,421.192,418.078,421.869,418.05
4/12/16,426.383,421.192,426.383,419.383
4/13/16,426.84399,426.383,427.787,424.38199
4/14/16,425.494,426.84399,426.91,422.91999
4/15/16,426.279,425.494,426.53599,423.09799
4/16/16,429.775,426.279,429.991,424.707
4/17/16,430.453,429.775,432.996,429.508
4/18/16,429.318,430.453,430.639,426.267
4/19/16,428.522,429.318,430.08,427.169
4/20/16,435.926,428.522,437.109,428.081
4/21/16,443.758,435.926,445.291,435.79
4/22/16,446.776,443.758,452.802,441.301
4/23/16,447.233,446.776,449.685,443.913
4/24/16,455.152,447.233,457.138,445.715
4/25/16,458.626,455.152,460.972,450.29
4/26/16,464.429,458.626,469.281,455.962
4/27/16,466.064,464.429,470.16099,462.439
4/28/16,441.304,466.064,468.483,435.282
4/29/16,446.236,441.304,450.647,438.484
4/30/16,454.375,446.236,456.89099,446.224
5/1/16,449.108,454.375,455.235,447.838
5/2/16,453.067,449.108,453.502,448.93999
5/3/16,443.681,453.067,453.227,439.89399
5/4/16,449.157,443.681,451.443,443.681
5/5/16,447.73999,449.157,450.233,445.438
5/6/16,447.58599,447.73999,449.468,445.826
5/7/16,458.864,447.58599,462.76,447.347
5/8/16,459.937,458.864,461.735,457.963
5/9/16,458.708,459.937,460.48,456.154
5/10/16,460.954,458.708,464.21,457.138
5/11/16,454.39399,460.954,461.213,447.75699
5/12/16,451.155,454.39399,454.938,450.832
5/13/16,453.701,451.155,455.12299,447.731
5/14/16,456.039,453.701,457.038,452.39099
5/15/16,456.093,456.039,456.477,453.834
5/16/16,457.64099,456.093,458.87299,455.325
5/17/16,454.278,457.64099,457.927,451.33
5/18/16,454.064,454.278,454.812,452.3
5/19/16,453.494,454.064,455.734,453.243
5/20/16,440.231,453.494,454.078,435.616
5/21/16,442.953,440.231,444.075,439.43
5/22/16,442.892,442.953,443.71099,439.292
5/23/16,440.551,442.892,443.15,437.996
5/24/16,444.489,440.551,444.756,440.551
5/25/16,447.035,444.489,447.07,443.761
5/26/16,448.278,447.035,449.979,446.784
5/27/16,467.262,448.278,472.481,448.076
5/28/16,489.847,467.262,490.246,467.262
5/29/16,516.051,489.847,531.697,489.847
5/30/16,529.917,516.051,545.764,508.12299
5/31/16,537.23299,529.917,541.783,525.332
6/1/16,528.04999,537.23299,546.85299,519.93
6/2/16,538.568,528.04999,543.62799,527.587
6/3/16,537.185,538.568,541.056,532.68599
6/4/16,571.139,537.185,576.778,536.706
6/5/16,579.343,571.139,591.028,563.155
6/6/16,578.84899,579.343,582.309,568.327
6/7/16,585.399,578.84899,590.98299,578.555
6/8/16,576.226,585.399,588.682,565.165
6/9/16,580.43599,576.226,583.989,573.546
6/10/16,574.953,580.43599,581.56899,572.042
6/11/16,583.87,574.953,585.45399,573.667
6/12/16,633.205,583.87,634.269,582.31099
6/13/16,682.226,633.205,685.275,628.08999
6/14/16,695.155,682.226,719.847,673.396
6/15/16,685.442,695.155,695.763,661.601
6/16/16,732.357,685.442,732.692,673.249
6/17/16,773.25,732.357,776.642,725.895
6/18/16,736.386,773.25,773.505,709.688
6/19/16,747.831,736.386,781.309,733.813
6/20/16,758.903,747.831,765.929,742.566
6/21/16,702.696,758.903,763.019,683.746
6/22/16,657.013,702.696,713.289,631.72399
6/23/16,581.249,657.013,677.105,551.91599
6/24/16,657.08999,581.249,658.43999,560.331
6/25/16,687.168,657.08999,692.544,637.721
6/26/16,657.22399,687.168,688.808,644.874
6/27/16,644.091,657.22399,659.692,615.775
6/28/16,655.94399,644.091,661.35299,626.16099
6/29/16,634.357,655.94399,656.006,624.768
6/30/16,635.093,634.357,642.485,627.687
7/1/16,683.293,635.093,684.652,634.987
7/2/16,678.567,683.293,684.804,668.777
7/3/16,690.179,678.567,704.423,677.16375
7/4/16,670.741,690.179,694.597,646.745
7/5/16,679.351,670.741,682.394,667.5
7/6/16,676.872,679.351,679.466,662.218
7/7/16,671.814,676.872,680.231,666.93
7/8/16,640.476,671.814,672.906,611.258
7/9/16,654.85299,640.476,665.749,636.278
7/10/16,649.356,654.85299,661.76199,626.86899
7/11/16,656.747,649.356,660.439,639.618
7/12/16,648.136,656.747,658.50699,644.754
7/13/16,663.443,648.136,675.067,646.54
7/14/16,654.018,663.443,668.759,651.567
7/15/16,663.638,654.018,665.29099,651.486
7/16/16,666.56499,663.638,668.235,662.091
7/17/16,665.113,666.56499,666.94399,658.252
7/18/16,681.239,665.113,681.599,663.809
7/19/16,673.832,681.239,682.19,667.44399
7/20/16,673.008,673.832,674.756,667.426
7/21/16,662.034,673.008,673.852,659.693
7/22/16,666.747,662.034,667.197,662.034
7/23/16,654.725,666.747,667.058,645.154
7/24/16,654.895,654.725,656.438,648.758
7/25/16,660.284,654.895,663.918,652.583
7/26/16,655.418,660.284,661.306,653.12799
7/27/16,650.82899,655.418,656.72799,644.65
7/28/16,656.91599,650.82899,659.51,647.92499
7/29/16,655.427,656.91599,658.631,654.16099
7/30/16,656.681,655.427,658.25299,654.385
7/31/16,635.588,656.681,658.283,634.84899
8/1/16,621.37299,635.588,639.38199,616.048
8/2/16,601.227,621.37299,627.068,600.741
8/3/16,555.926,601.227,608.707,484.59125
8/4/16,578.52374,555.926,583.28,549.404
8/5/16,570.33875,578.52374,582.65125,560.745
8/6/16,574.87375,570.33875,579.3425,567.54875
8/7/16,588.51625,574.87375,592.37125,567.57
8/8/16,589.66125,588.51625,597.40125,584.45375
8/9/16,586.715,589.66125,593.3025,584.82
8/10/16,585.23875,586.715,589.6925,583.09124
8/11/16,594.81625,585.23875,599.85625,584.30625
8/12/16,581.9625,594.81625,597.4775,581.95
8/13/16,584.87375,581.9625,589.59875,581.86249
8/14/16,581.65,584.87375,589.08875,580.3125
8/15/16,571.9625,581.65,583.6775,563.79625
8/16/16,567.60749,571.9625,574.4025,560.2025
8/17/16,575.54125,567.60749,580.51125,565.45375
8/18/16,572.37249,575.54125,578.29375,568.47875
8/19/16,573.01625,572.37249,576.16375,571.34375
8/20/16,573.08,573.01625,575.89125,571.54375
8/21/16,581.35375,573.08,582.855,572.73749
8/22/16,579.6675,581.35375,583.9475,579.02125
8/23/16,585.5075,579.6675,586.18375,578.4525
8/24/16,577.98749,585.5075,586.71875,577.52374
8/25/16,574.5825,577.98749,580.37625,573.33124
8/26/16,575.0625,574.5825,576.49625,573.095
8/27/16,575.3425,575.0625,578.635,574.73875
8/28/16,568.78875,575.3425,575.3425,566.45
8/29/16,574.49749,568.78875,575.36375,568.36875
8/30/16,571.94125,574.49749,574.68499,571.23375
8/31/16,573.78125,571.94125,576.8825,571.36
9/1/16,572.96,573.78125,573.845,570.80125
9/2/16,570.1,572.96,572.96,568.85749
9/3/16,572.52125,570.1,575.26,569.29999
9/4/16,596.45375,572.52125,599.6025,572.41999
9/5/16,606.0525,596.45375,612.39374,596.01125
9/6/16,604.465,606.0525,607.93625,600.43875
9/7/16,609.4325,604.465,611.45,604.29499
9/8/16,613.67499,609.4325,615.32375,607.25
9/9/16,623.6,613.67499,628.74875,613.13375
9/10/16,620.59875,623.6,624.105,617.5425
9/11/16,622.03375,620.59875,624.32,620.4025
9/12/16,604.8275,622.03375,628.5025,595.42875
9/13/16,607.03625,604.8275,607.97625,603.085
9/14/16,606.885,607.03625,608.9475,605.16875
9/15/16,606.8975,606.885,609.62625,606.7825
9/16/16,605.52125,606.8975,608.47125,604.6625
9/17/16,606.04625,605.52125,608.54,604.99625
9/18/16,605.08,606.04625,606.825,603.46
9/19/16,609.37249,605.08,609.58624,604.63874
9/20/16,606.7175,609.37249,609.73749,606.1675
9/21/16,595.93375,606.7175,608.43625,590.86625
9/22/16,596.225,595.93375,596.92625,593.39125
9/23/16,595.0175,596.225,596.54625,593.74875
9/24/16,602.4075,595.0175,602.61375,594.52625
9/25/16,601.36875,602.4075,603.54499,599.63125
9/26/16,598.9075,601.36875,601.9775,597.65
9/27/16,605.0175,598.9075,607.55125,598.47875
9/28/16,602.885,605.0175,607.3175,601.39374
9/29/16,603.58124,602.885,604.315,602.27374
9/30/16,604.52125,603.58124,606.02374,602.48375
10/1/16,610.58375,604.52125,611.39374,603.48249
10/2/16,613.23749,610.58375,615.09,610.57
10/3/16,611.88874,613.23749,613.38,608.275
10/4/16,609.495,611.88874,612.61375,608.6325
10/5/16,608.125,609.495,610.1575,607.68125
10/6/16,610.57,608.125,612.785,607.91125
10/7/16,610.23375,610.57,611.61249,609.8025
10/8/16,617.445,610.23375,617.445,609.84124
10/9/16,614.59625,617.445,618.4575,614.58375
10/10/16,615.91625,614.59625,616.06625,614.095
10/11/16,618.3275,615.91625,618.35749,613.8225
10/12/16,637.21624,618.3275,640.89874,618.3275
10/13/16,637.73625,637.21624,638.90125,634.06625
10/14/16,635.88375,637.73625,637.75375,633.81625
10/15/16,638.975,635.88375,639.65,631.96
10/16/16,638.605,638.975,639.98125,636.05375
10/17/16,636.635,638.605,641.1525,636.58624
10/18/16,637.01625,636.635,638.62625,635.86249
10/19/16,634.605,637.01625,637.76374,632.7675
10/20/16,626.36875,634.605,636.36249,625.27625
10/21/16,629.61249,626.36875,629.91,626.36625
10/22/16,630.61875,629.61249,632.30125,628.10125
10/23/16,650.895,630.61875,654.79999,630.4425
10/24/16,647.69375,650.895,653.49375,645.91999
10/25/16,652.235,647.69375,652.84124,645.49375
10/26/16,657.05625,652.235,658.86749,646.6925
10/27/16,684.3775,657.05625,685.21375,656.39125
10/28/16,684.2975,684.3775,686.73,678.02125
10/29/16,700.135,684.2975,701.0125,681.42125
10/30/16,704.91,700.135,718.73375,692.21
10/31/16,693.89625,704.91,709.9875,682.08375
11/1/16,708.955,693.89625,710.44125,693.4425
11/2/16,725.6925,708.955,735.8275,707.8325
11/3/16,741.84875,725.6925,744.01875,719.6325
11/4/16,701.21875,741.84875,744.89375,673.73125
11/5/16,702.175,701.21875,706.3,687.97375
11/6/16,705.47875,702.175,706.42125,696.6625
11/7/16,705.47125,705.47875,714.55875,699.865
11/8/16,706.13375,705.47125,707.58875,700.03
11/9/16,728.36125,706.13375,729.0725,701.9975
11/10/16,719.2525,728.36125,738.985,717.07875
11/11/16,714.57125,719.2525,719.34375,707.995
